INSEE_COM;PrixMoyen_M2_2223;Prixm2Moyen_2022;Prixm2Moyen_2023;loyer_apparts;loyer_maisons;Rendement_locatif_apparts;Rendement_locatif_maisons
46202;1406.88;1471.25;1342.5;8.61;8.66;7.35;7.39
46203;2605.33;2326.0;2745.0;7.6;6.43;3.5;2.96
46204;1208.2;1158.0;1233.3;7.62;7.5;7.57;7.45
46205;1825.47;1929.0;1734.88;8.08;7.39;5.31;4.86
46206;1514.25;1453.0;1575.5;7.2;7.3;5.71;5.79
46208;1799.55;1840.5;1690.33;7.95;7.54;5.3;5.03
46209;2262.0;1948.5;2418.75;9.08;7.54;4.82;4.0
46210;1862.33;1461.0;2063.0;7.15;7.96;4.61;5.13
46211;1716.0;1723.33;1710.5;8.08;7.96;5.65;5.56
46213;3769.88;5168.0;1439.67;7.13;7.44;2.27;2.37
46214;1939.5;2153.0;1299.0;9.02;7.42;5.58;4.59
46215;1894.28;2301.7;1385.0;7.62;7.5;4.83;4.75
46216;1872.53;1751.0;2135.83;8.08;7.37;5.18;4.72
46217;1484.25;1423.33;1667.0;9.02;8.66;7.29;7.0
46218;1740.4;882.0;1955.0;7.34;7.42;5.06;5.12
46219;1916.0;3167.0;665.0;7.62;7.37;4.77;4.62
46220;2083.32;2168.71;1933.88;7.95;7.54;4.58;4.34
46221;2233.75;2110.33;2357.17;8.56;6.52;4.6;3.5
46223;2140.75;2198.33;1968.0;7.34;7.42;4.11;4.16
46224;1809.97;1786.89;1849.03;10.19;8.56;6.76;5.68
46225;2120.55;2125.58;2113.53;9.17;8.02;5.19;4.54
46226;1434.0;1236.0;1533.0;7.6;6.43;6.36;5.38
46227;2341.6;2568.0;2190.67;7.45;6.67;3.82;3.42
46228;1762.3;1795.08;1719.7;8.84;7.44;6.02;5.06
46229;1877.68;1907.22;1836.77;8.84;7.41;5.65;4.74
46230;824.67;659.5;1155.0;8.61;6.52;12.53;9.49
46231;1835.72;1886.51;1782.19;8.2;7.42;5.36;4.85
46232;1665.48;1527.35;1983.2;7.13;7.41;5.14;5.34
46233;1443.5;1667.0;1220.0;7.62;6.99;6.33;5.81
46236;1615.4;1581.75;1750.0;7.62;7.5;5.66;5.57
46237;1692.78;1516.29;2310.5;6.81;6.99;4.83;4.96
46238;2266.0;2031.67;2617.5;7.95;7.37;4.21;3.9
46239;1536.5;1618.33;1454.67;7.95;7.54;6.21;5.89
46240;2650.81;2286.73;3451.8;7.95;7.44;3.6;3.37
46241;1859.12;1780.75;1937.5;7.62;7.5;4.92;4.84
46242;1233.1;1227.0;1247.33;6.81;6.99;6.62;6.8
46243;1197.2;1596.67;598.0;7.13;7.37;7.15;7.39
46245;1554.86;1106.5;2152.67;7.15;7.37;5.52;5.69
46246;1724.0;2059.0;1389.0;6.81;6.99;4.74;4.87
46247;1148.2;862.67;1576.5;7.2;7.96;7.53;8.31
46250;1561.0;1719.8;767.0;8.08;7.39;6.21;5.68
46251;1591.63;1562.95;1630.75;7.68;6.98;5.79;5.26
46252;1551.27;1526.83;1580.6;7.15;7.37;5.53;5.7
46253;1377.22;1563.0;1324.14;7.62;7.37;6.64;6.42
46254;2184.5;957.0;3412.0;8.61;6.67;4.73;3.66
46255;1984.23;1496.89;3080.75;7.6;6.43;4.6;3.89
46256;2184.0;2550.86;900.0;8.61;7.96;4.73;4.37
46257;1872.8;2044.4;1701.2;8.08;7.39;5.18;4.74
46258;1645.5;1435.4;2696.0;7.95;7.37;5.8;5.38
46259;1059.33;1276.5;625.0;7.95;7.37;9.01;8.35
46260;1541.0;1917.0;1165.0;7.6;7.44;5.92;5.79
46262;1866.32;2014.89;1732.6;7.2;7.3;4.63;4.7
46263;1485.6;1556.6;1414.6;7.2;7.61;5.82;6.14
46264;2654.33;1522.67;3786.0;9.02;7.37;4.08;3.33
46265;1511.0;1439.86;1594.0;7.13;7.41;5.66;5.89
46266;1582.11;1751.2;1370.75;8.56;6.52;6.49;4.95
46267;1726.71;1588.25;1911.33;8.08;7.37;5.62;5.12
46268;1723.59;1630.5;1778.35;7.62;7.96;5.3;5.54
46270;1599.36;1077.75;1897.43;7.45;6.52;5.59;4.89
46271;1332.08;1148.4;1463.29;8.84;6.99;7.96;6.3
46273;1725.26;1717.19;1768.33;8.84;6.99;6.15;4.86
46276;1421.27;1097.0;2286.0;7.45;7.44;6.29;6.28
46277;1550.71;1802.0;1215.67;7.34;6.51;5.68;5.04
46279;1418.75;950.0;1575.0;6.81;6.43;5.76;5.44
46280;1995.13;1934.57;2419.0;8.08;7.42;4.86;4.46
46281;1724.0;2024.0;1424.0;8.84;6.99;6.15;4.87
46283;1760.22;1774.33;1732.0;8.34;7.41;5.69;5.05
46284;1803.4;1660.67;2017.5;8.84;6.99;5.88;4.65
46286;1567.0;1190.0;2321.0;6.81;7.2;5.21;5.51
46288;1858.5;1639.0;1931.67;7.6;6.43;4.91;4.15
46289;1521.6;1381.33;1732.0;8.61;6.52;6.79;5.14
46290;1753.75;1623.25;1884.25;7.95;7.5;5.44;5.13
46292;1425.2;1148.0;1610.0;7.15;6.99;6.02;5.89
46293;1940.93;1964.33;1898.8;8.34;7.54;5.16;4.66
46295;1481.0;1048.33;1913.67;8.84;6.99;7.16;5.67
46296;1580.31;1624.0;1482.0;9.02;7.61;6.85;5.78
46297;1643.82;1724.25;1554.44;8.08;7.39;5.9;5.4
46299;1287.2;991.0;1484.67;8.61;7.44;8.03;6.93
46301;1740.6;1608.57;1856.12;7.2;7.42;4.97;5.12
46302;965.5;1016.0;915.0;6.94;6.43;8.63;7.99
46303;2145.75;2072.67;2365.0;7.62;7.37;4.26;4.12
46304;3650.75;6170.0;1131.5;7.95;7.5;2.61;2.46
46305;1803.0;1911.0;1479.0;7.59;7.59;5.05;5.05
46307;1696.41;1653.45;1775.17;9.02;7.59;6.38;5.37
46308;680.5;467.0;894.0;7.62;7.37;13.44;13.0
46309;1442.29;1415.03;1475.61;8.11;7.17;6.75;5.96
46310;1877.5;1837.0;1918.0;8.08;7.37;5.17;4.71
46311;1209.23;1158.26;1269.75;6.94;7.2;6.89;7.14
46312;1533.29;1415.4;1828.0;8.34;7.44;6.53;5.82
46313;1416.8;1459.33;1398.57;7.13;7.41;6.04;6.28
46314;1395.67;1218.0;1617.75;6.81;6.99;5.85;6.01
46315;1160.6;634.5;1511.33;6.94;7.2;7.18;7.44
46316;2291.69;2159.08;2689.5;8.08;7.39;4.23;3.87
46317;1779.47;1384.29;2125.25;7.13;7.44;4.81;5.02
46318;1722.83;1903.0;1362.5;6.81;7.37;4.74;5.13
46320;1721.5;1708.25;1734.75;8.61;7.96;6.0;5.55
46321;1395.67;1162.67;1628.67;7.59;7.59;6.53;6.52
46322;1881.13;1726.0;2139.67;9.02;7.61;5.76;4.85
46323;1943.5;1833.0;1980.33;7.15;7.96;4.41;4.91
46324;1333.67;1296.0;1352.5;8.08;7.37;7.27;6.63
46328;1980.33;2197.25;1546.5;7.2;7.96;4.36;4.82
46329;1917.86;1853.25;2004.0;7.2;7.96;4.51;4.98
46330;1500.29;1377.5;1642.47;7.13;7.41;5.7;5.93
46332;1401.0;1017.0;1785.0;8.56;6.52;7.33;5.59
46333;1374.0;1789.5;958.5;8.61;8.42;7.52;7.36
46334;2107.96;2231.0;1999.12;7.95;7.37;4.53;4.2
46335;2282.0;2269.1;2314.25;9.02;7.42;4.74;3.9
46336;2460.5;2655.75;1679.5;9.02;7.42;4.4;3.62
46337;1743.14;1694.67;1779.5;8.34;7.5;5.74;5.16
46339;1617.29;1705.25;1500.0;8.84;6.99;6.56;5.19
46340;1807.33;1909.5;1756.25;9.02;7.96;5.99;5.28
48001;1628.0;2221.0;1035.0;7.03;6.67;5.18;4.92
48002;1792.44;2049.67;1278.0;8.24;6.38;5.51;4.27
48003;1140.0;1115.75;1237.0;7.23;8.15;7.61;8.58
48004;1574.75;1731.8;1313.0;7.6;8.15;5.79;6.21
48005;1726.5;1310.0;2143.0;8.45;6.67;5.88;4.64
48008;1477.43;1244.0;1570.8;7.23;6.38;5.87;5.18
48009;1532.02;1590.1;1419.73;8.74;6.67;6.85;5.22
48010;953.88;989.86;702.0;6.82;6.37;8.58;8.02
48012;1285.25;919.5;1651.0;7.03;6.67;6.56;6.23
48013;1575.06;1318.78;1863.38;8.44;6.38;6.43;4.86
48015;1841.9;1765.33;1956.75;7.05;7.73;4.59;5.04
48016;1594.7;1505.4;1684.0;8.45;6.42;6.36;4.83
48017;1807.21;1357.0;2212.4;7.49;6.52;4.97;4.33
48018;1574.56;1573.6;1575.75;8.45;6.38;6.44;4.86
48019;1631.38;1734.78;1398.75;7.4;6.14;5.44;4.52
48020;1557.6;1678.0;1477.33;8.44;6.42;6.5;4.94
48021;1239.83;1105.5;1374.17;7.6;7.73;7.36;7.48
48025;1662.86;1664.67;1652.0;8.45;6.38;6.1;4.6
48026;2234.0;1957.0;2511.0;7.03;6.38;3.78;3.43
48027;1390.59;1314.0;1471.44;7.6;8.15;6.56;7.03
48028;1416.67;1833.25;583.5;7.6;6.14;6.44;5.2
48029;1088.5;408.0;1769.0;7.23;8.15;7.97;8.98
48030;1643.2;1651.0;1612.0;8.45;6.38;6.17;4.66
48032;914.0;933.0;895.0;7.49;6.67;9.83;8.76
48034;1613.63;1538.14;1701.71;7.49;6.52;5.57;4.85
48036;2240.29;1989.0;2340.8;7.6;6.14;4.07;3.29
48038;1104.24;979.67;1244.38;7.23;6.38;7.86;6.93
48039;1510.14;1579.0;1454.19;8.44;6.42;6.7;5.1
48041;2673.5;2625.0;2722.0;7.23;6.38;3.25;2.86
48042;2140.58;2115.0;2166.17;8.44;6.38;4.73;3.58
48043;1069.5;1077.17;1058.0;7.23;6.38;8.11;7.16
48045;1338.29;1450.0;1189.33;7.6;8.15;6.82;7.31
48046;1022.0;923.0;1071.5;7.03;6.38;8.25;7.49
48050;1677.06;1545.67;1846.0;8.44;6.14;6.04;4.4
48051;1849.18;1688.45;2143.83;7.6;6.42;4.93;4.16
48053;1087.8;1064.5;1122.75;7.6;8.15;8.39;8.99
48056;1701.33;1532.5;1836.4;8.44;6.52;5.95;4.6
48058;1426.0;1250.0;1484.67;7.03;6.67;5.91;5.61
48059;858.67;681.0;1214.0;7.03;6.67;9.82;9.32
48061;1667.14;1520.75;1839.35;8.98;6.14;6.46;4.42
48064;1128.71;1209.67;643.0;7.03;6.67;7.47;7.09
48065;1675.8;2145.67;971.0;8.44;6.14;6.04;4.4
48067;2050.5;2601.0;1500.0;8.44;6.42;4.94;3.76
48070;1159.11;1276.11;1053.8;7.23;6.38;7.49;6.6
48072;1136.25;1248.0;801.0;8.45;6.52;8.93;6.89
48073;1831.5;2139.0;909.0;7.49;6.67;4.91;4.37
48074;1478.8;1430.0;1491.0;7.4;6.14;6.0;4.99
48075;1834.92;1231.27;2277.6;8.44;6.14;5.52;4.02
48079;1367.18;1157.75;1486.86;7.08;6.38;6.22;5.6
48080;1391.41;1454.0;1338.77;7.35;8.15;6.34;7.03
48081;1980.5;2871.5;1089.5;8.44;8.15;5.11;4.94
48083;723.62;568.5;775.33;7.08;6.67;11.74;11.06
48086;1174.17;724.0;1264.2;7.6;8.15;7.77;8.33
48087;1428.75;1535.75;1321.75;8.45;6.67;7.1;5.6
48088;1707.83;1269.75;2584.0;7.4;6.52;5.2;4.58
48089;1655.86;1713.5;1632.8;7.08;5.56;5.13;4.03
48090;1368.94;1368.5;1369.83;7.03;6.38;6.16;5.59
48092;1436.9;1411.86;1459.92;9.29;6.67;7.76;5.57
48094;2069.09;2359.93;1616.67;7.68;6.52;4.45;3.78
48095;1959.0;1881.22;2042.92;9.65;8.65;5.91;5.3
48096;1538.25;1431.92;1735.71;7.4;6.14;5.77;4.79
48097;1385.0;737.67;2356.0;7.17;6.42;6.21;5.56
48098;1444.5;853.0;2036.0;7.4;6.42;6.15;5.33
48099;1705.06;1563.69;1824.11;7.49;6.67;5.27;4.69
48103;1924.88;1918.0;1945.5;8.45;6.52;5.27;4.06
48104;1616.31;1679.5;1515.2;8.45;6.52;6.28;4.84
48105;1895.0;1781.0;2123.0;7.23;6.38;4.58;4.04
48107;1273.67;667.0;1577.0;8.45;6.52;7.97;6.14
48111;1293.1;1231.0;1438.0;7.23;8.15;6.71;7.56
48112;1053.14;1012.33;1083.75;7.6;8.15;8.67;9.28
48116;1872.36;1923.19;1804.58;7.6;6.42;4.87;4.11
48117;1302.5;1067.0;1538.0;7.05;8.15;6.49;7.51
48119;1566.9;2062.2;1071.6;7.6;7.73;5.82;5.92
48121;1215.0;920.0;1510.0;8.45;6.38;8.35;6.3
48124;883.0;689.0;1077.0;7.49;6.67;10.18;9.06
48126;1096.5;1126.25;1066.75;8.45;6.67;9.25;7.3
48127;1495.71;1325.0;1736.71;7.08;6.38;5.68;5.12
48128;1272.57;1221.0;1311.25;8.45;6.38;7.97;6.01
48129;1402.88;1427.0;1330.5;7.23;8.15;6.18;6.97
48131;1540.0;2109.0;1160.67;7.66;6.52;5.97;5.08
48132;1348.65;1313.25;1403.72;8.45;6.38;7.52;5.67
48136;1667.8;1411.5;1838.67;7.17;6.42;5.16;4.62
48137;1987.88;1497.25;2478.5;8.45;6.42;5.1;3.87
48139;1155.0;1165.6;1141.75;6.82;6.37;7.09;6.62
48140;1496.69;1548.93;1437.19;9.01;6.67;7.22;5.35
48141;1858.5;1983.0;1734.0;7.4;6.14;4.78;3.97
48144;2515.5;3036.0;2411.4;7.4;6.42;3.53;3.06
48146;1783.49;1801.5;1766.42;8.44;6.14;5.68;4.13
48147;1584.6;1466.6;1820.6;8.44;8.15;6.39;6.17
48148;2060.06;2093.0;2034.44;7.17;6.42;4.18;3.74
48152;3305.0;2135.67;5059.0;7.17;7.07;2.6;2.57
48153;1152.33;1395.0;667.0;8.45;6.38;8.8;6.64
48155;2291.8;1765.17;2642.89;7.4;6.42;3.87;3.36
48156;1450.62;1633.0;1367.73;7.49;6.67;6.2;5.52
48158;2123.8;2253.0;1607.0;7.17;6.42;4.05;3.63
48160;1500.0;1547.0;1382.5;7.23;6.38;5.78;5.1
48161;1337.5;1094.0;1581.0;7.03;6.52;6.31;5.85
48163;2266.5;2415.0;2118.0;7.6;7.07;4.03;3.74
48165;855.67;783.5;1000.0;7.49;6.52;10.5;9.14
48166;1373.67;1833.0;1144.0;7.6;6.14;6.64;5.37
48167;1586.33;1410.0;1674.5;7.03;6.52;5.32;4.93
48169;1880.25;1923.67;1750.0;7.08;5.56;4.52;3.55
48170;2017.38;1888.8;2231.67;7.17;6.42;4.27;3.82
48171;1954.83;1615.67;2294.0;7.4;6.42;4.54;3.94
48173;2227.5;1928.5;2377.0;7.17;6.42;3.86;3.46
48174;1518.2;2479.5;877.33;7.08;5.56;5.6;4.4
48175;1795.33;1893.0;1600.0;7.49;6.52;5.01;4.36
48178;2180.57;2504.38;1981.31;7.17;6.42;3.95;3.53
48185;1460.2;1536.75;1154.0;7.49;6.52;6.16;5.36
48187;743.5;560.5;926.5;8.45;6.52;13.65;10.52
48188;1384.2;1648.71;767.0;8.45;6.38;7.33;5.53
48190;2482.5;3000.0;1965.0;8.24;6.66;3.98;3.22
48193;1803.67;673.0;2029.8;8.44;6.14;5.61;4.09
48194;1453.92;1338.0;1616.2;7.6;7.07;6.28;5.83
48198;2044.59;1748.8;2167.83;7.6;7.73;4.46;4.54
65001;2505.0;2381.6;2813.5;8.46;8.42;4.05;4.04
65002;1865.75;1978.08;1528.75;8.7;7.88;5.6;5.07
65003;2835.58;2767.9;3174.0;8.47;7.03;3.59;2.98
65004;2180.91;2100.0;2248.33;8.7;8.42;4.79;4.63
65005;2066.14;2219.33;1951.25;8.09;8.73;4.7;5.07
65007;1950.37;1499.7;2272.29;8.87;7.37;5.46;4.53
65009;1006.5;1180.0;833.0;7.42;8.73;8.85;10.4
65010;1525.2;1917.0;1264.0;8.09;8.73;6.36;6.87
65012;1253.0;2090.0;834.5;7.42;7.03;7.11;6.74
65013;565.5;583.0;548.0;8.9;7.37;18.89;15.64
65014;1401.67;1200.0;1805.0;7.42;7.03;6.36;6.02
65015;1042.75;1082.5;1003.0;7.17;6.31;8.25;7.26
65016;2024.6;2024.67;2024.5;8.11;9.13;4.81;5.41
65017;2337.53;2237.46;2458.31;8.47;8.42;4.35;4.32
65018;2015.57;2066.0;1830.67;8.46;8.18;5.04;4.87
65019;1622.53;1911.33;1430.0;8.09;8.91;5.98;6.59
65020;1481.8;1627.0;901.0;7.82;7.88;6.34;6.38
65021;2587.11;2605.0;2564.75;8.46;8.06;3.92;3.74
65024;2525.33;2544.0;2488.0;8.11;9.13;3.86;4.34
65025;2513.43;2284.69;2729.69;9.7;8.42;4.63;4.02
65028;1049.71;904.67;1158.5;9.13;6.84;10.44;7.82
65029;1979.43;1936.5;1996.6;8.46;8.06;5.13;4.88
65031;2234.89;2167.0;2318.76;7.85;7.03;4.22;3.78
65032;2385.54;2024.93;2986.56;8.2;8.06;4.12;4.05
65033;1695.0;1768.0;1622.0;8.7;8.42;6.16;5.96
65035;1425.11;1951.4;767.25;8.9;7.37;7.5;6.21
65036;3028.14;2661.0;3946.0;7.82;8.42;3.1;3.34
65040;1344.3;1420.25;1328.32;7.82;8.42;6.98;7.52
65041;1810.17;1798.71;1826.2;9.13;8.73;6.05;5.79
65042;1753.82;1815.33;1711.23;9.13;9.13;6.25;6.25
65044;1941.0;2046.5;1730.0;7.17;6.68;4.43;4.13
65045;2483.0;2583.67;2382.33;8.46;8.06;4.09;3.89
65047;1709.79;1665.11;1750.12;8.54;9.48;5.99;6.65
65048;1645.0;1632.33;1664.0;8.87;7.72;6.47;5.63
65049;1355.5;1565.33;1229.6;7.41;7.37;6.56;6.52
65050;2558.75;2745.0;2000.0;8.47;7.03;3.97;3.3
65051;1033.0;733.0;1333.0;9.13;7.03;10.61;8.17
65054;1363.27;1724.25;1157.0;9.13;8.73;8.04;7.68
65055;2345.09;2408.33;2269.2;8.46;7.88;4.33;4.03
65056;1618.2;1449.0;1660.5;8.7;8.12;6.45;6.02
65057;1825.14;1736.91;1922.2;8.87;7.88;5.83;5.18
65059;1938.63;1885.48;2006.97;8.35;7.69;5.17;4.76
65061;1151.0;948.0;1252.5;8.9;7.37;9.28;7.68
65062;1842.94;1847.81;1834.86;8.09;8.91;5.27;5.8
65064;1950.33;2353.0;1749.0;8.47;8.42;5.21;5.18
65065;1340.2;1747.5;1068.67;7.82;8.12;7.01;7.27
65069;1535.71;1495.0;1621.2;7.42;8.73;5.8;6.82
65070;2192.6;2088.0;2349.5;8.7;8.12;4.76;4.45
65072;1814.73;1814.68;1814.8;8.87;7.72;5.86;5.11
65073;1229.5;1149.0;1310.0;8.9;7.37;8.69;7.19
65075;2376.8;2028.0;2900.0;8.47;8.42;4.28;4.25
65077;2853.0;3083.44;2161.67;8.47;8.06;3.56;3.39
65078;2163.93;2089.0;2213.89;9.13;7.69;5.06;4.27
65079;1694.14;1776.5;1584.33;8.09;8.44;5.73;5.98
65081;2253.5;2213.0;2375.0;9.13;8.73;4.86;4.65
65083;1934.91;1684.0;2078.29;8.09;8.73;5.02;5.41
65084;1973.5;1879.33;2256.0;8.11;8.73;4.93;5.31
65085;1706.25;1597.0;1815.5;7.41;6.31;5.21;4.43
65087;1351.64;1321.4;1654.0;8.65;7.22;7.68;6.41
65089;2289.29;2406.5;2242.4;8.46;8.06;4.43;4.22
65092;1775.0;1813.29;1641.0;8.11;7.03;5.49;4.75
65093;1239.86;1356.75;1084.0;7.42;7.03;7.19;6.81
65094;1515.33;1219.33;1811.33;9.13;6.84;7.23;5.42
65095;1015.67;1047.0;1000.0;8.09;6.31;9.56;7.45
65097;1823.0;2051.0;1595.0;9.13;6.68;6.01;4.4
65098;2422.5;2397.67;2497.0;8.7;8.42;4.31;4.17
65099;2859.43;1417.0;3099.83;8.47;7.03;3.56;2.95
65100;1858.07;1875.69;1833.85;9.33;8.04;6.03;5.19
65101;1377.67;1164.0;1484.5;8.09;8.44;7.04;7.35
65103;1872.33;2168.0;1724.5;8.9;6.68;5.7;4.28
65104;1804.0;1918.0;1766.0;8.87;8.91;5.9;5.93
65105;2159.6;2607.33;1488.0;8.09;8.73;4.49;4.85
65106;3393.7;3007.0;3559.43;8.47;8.42;3.0;2.98
65108;1899.55;2033.5;1869.78;8.87;8.91;5.6;5.63
65109;950.0;1200.0;700.0;7.42;7.22;9.38;9.12
65112;2512.25;2355.83;2981.5;8.46;8.42;4.04;4.02
65113;1108.5;923.0;1294.0;8.09;6.68;8.76;7.23
65116;2562.71;2916.0;2366.44;8.47;7.03;3.97;3.29
65119;1068.44;1288.5;628.33;8.9;7.37;10.0;8.28
65121;1527.55;1362.71;1816.0;8.9;7.72;6.99;6.07
65123;2474.95;2607.48;2315.91;9.13;7.69;4.43;3.73
65125;1392.4;1676.0;1203.33;8.09;6.84;6.97;5.9
65126;1213.5;1479.0;417.0;7.17;6.31;7.09;6.24
65127;1397.6;1361.67;1445.93;8.46;6.84;7.26;5.88
65129;1312.66;1186.7;1592.56;7.99;6.31;7.31;5.76
65130;1249.17;1265.08;1207.8;8.06;7.3;7.74;7.01
65133;2273.4;2004.5;2452.67;8.87;7.72;4.68;4.08
65138;3536.18;3469.32;3626.55;8.47;8.42;2.88;2.86
65141;1927.0;1736.0;2500.0;8.11;8.42;5.05;5.25
65142;1209.0;1509.0;909.0;7.17;6.68;7.11;6.63
65144;3359.75;2413.5;4306.0;8.7;7.88;3.11;2.81
65146;1528.0;1589.25;1283.0;8.87;7.72;6.96;6.07
65147;2120.0;2188.5;2051.5;8.11;9.13;4.59;5.17
65150;2159.71;2098.5;2527.0;9.13;6.84;5.07;3.8
65151;1612.5;1607.5;1617.5;7.17;6.68;5.33;4.97
65154;1767.0;2126.0;1408.0;7.42;7.03;5.04;4.78
65156;1963.0;1892.25;2104.5;8.87;7.72;5.42;4.72
65158;1646.5;1394.0;1899.0;7.42;7.03;5.41;5.13
65159;1780.71;2657.0;1634.67;9.13;6.84;6.15;4.61
65160;1596.67;1899.0;992.0;8.87;9.3;6.67;6.99
65161;1422.0;1324.75;1551.67;8.9;7.72;7.51;6.52
65165;3062.4;3353.0;2868.67;8.11;7.03;3.18;2.76
65166;1401.67;1152.5;1900.0;8.11;8.73;6.95;7.47
65168;2837.58;2949.82;2701.29;8.47;8.42;3.58;3.56
65169;3333.29;2760.67;3762.75;8.47;8.42;3.05;3.03
65170;1136.5;1597.0;676.0;7.17;6.31;7.57;6.66
65173;3108.4;2977.0;3305.5;8.46;8.42;3.27;3.25
65174;1446.2;1505.0;1407.0;8.06;7.37;6.69;6.12
65175;1686.0;1670.0;1750.0;8.11;7.03;5.78;5.01
65176;1038.67;1025.8;1054.75;8.46;8.06;9.77;9.31
65177;1168.5;1168.0;1168.67;7.17;6.31;7.36;6.48
65181;1610.0;1333.0;1887.0;8.09;8.44;6.03;6.29
65182;2466.64;2294.71;2767.5;9.78;8.06;4.76;3.92
65183;1222.44;1160.33;1259.7;8.09;6.68;7.94;6.56
65184;1255.33;750.0;1508.0;9.13;6.68;8.73;6.39
65185;2392.4;1952.0;2686.0;8.7;8.72;4.37;4.37
65186;1523.5;1102.0;1945.0;7.42;7.22;5.85;5.69
65187;2040.33;2032.0;2057.0;9.13;6.84;5.37;4.02
65189;1780.33;1928.5;1484.0;8.87;7.37;5.98;4.97
65190;1414.33;450.0;1896.5;7.42;8.73;6.3;7.4
65191;1800.33;2038.67;1562.0;7.82;8.42;5.22;5.61
65192;2063.63;1750.0;2601.29;8.47;8.42;4.93;4.9
65193;1301.33;1270.0;1364.0;7.42;7.03;6.85;6.48
65194;1023.0;787.0;1259.0;9.13;7.03;10.71;8.25
65195;3385.53;3531.56;3221.25;8.47;7.03;3.0;2.49
65197;1882.67;1439.5;2769.0;7.82;8.42;4.99;5.37
65198;1909.59;2256.92;1587.07;8.09;9.13;5.08;5.74
65199;2744.0;2781.98;2704.12;8.47;7.03;3.71;3.08
65200;2344.0;2344.0;2344.0;7.82;8.42;4.01;4.31
65201;2395.6;2546.67;2169.0;8.7;8.42;4.36;4.22
65202;2399.0;3068.5;2064.25;8.7;8.12;4.35;4.06
65205;2238.0;1172.0;3304.0;8.11;7.03;4.35;3.77
65206;2020.67;1613.33;2428.0;8.09;8.91;4.8;5.29
65209;2500.5;2483.0;2518.0;8.11;7.03;3.89;3.37
65210;2177.5;3119.0;1236.0;8.46;8.42;4.66;4.64
65211;2945.8;3114.33;2693.0;8.11;8.42;3.31;3.43
65212;2738.85;2710.6;2756.5;8.47;8.42;3.71;3.69
65213;1634.75;1842.0;1427.5;7.41;6.79;5.44;4.98
65217;1542.67;1284.0;2060.0;7.42;7.03;5.77;5.47
65218;1515.35;1519.33;1505.8;9.13;7.03;7.23;5.57
65220;2291.75;2773.0;2131.33;8.83;7.88;4.63;4.12
65221;2189.38;1715.8;2978.67;8.09;9.13;4.43;5.01
65223;2276.29;2515.0;1838.67;8.83;8.91;4.66;4.7
65226;1905.42;1768.62;2061.75;9.83;7.72;6.19;4.86
65228;1642.0;1064.5;2797.0;8.11;7.03;5.93;5.14
65230;1311.0;1258.0;1319.83;7.42;7.22;6.8;6.61
65234;1929.8;2359.5;1643.33;8.47;8.42;5.27;5.24
65235;1860.53;2077.04;1730.62;8.87;8.49;5.72;5.48
65236;2088.43;2306.25;1798.0;8.7;7.88;5.0;4.53
65237;1712.17;1783.2;1357.0;7.82;7.88;5.48;5.52
65238;1963.2;2571.0;1811.25;7.82;7.88;4.78;4.82
65239;1094.0;1121.0;1067.0;9.13;7.03;10.01;7.71
65240;1164.59;1272.78;1042.88;7.41;7.37;7.63;7.59
65241;1858.71;1501.67;2126.5;9.13;8.73;5.89;5.63
65242;1262.75;1264.5;1261.0;8.9;7.72;8.46;7.34
65243;1483.36;1609.5;1147.0;7.41;7.37;5.99;5.96
65244;1849.4;1534.5;2059.33;8.7;8.12;5.65;5.27
65245;1739.75;1509.6;2123.33;8.09;8.73;5.58;6.02
65247;1241.5;1190.0;1293.0;7.82;7.88;7.56;7.61
65248;1224.6;1187.33;1280.5;6.94;7.37;6.8;7.22
65251;1754.87;1749.0;1759.62;8.83;8.91;6.04;6.09
65252;1780.73;1755.8;1793.2;8.83;8.12;5.95;5.47
65254;1263.0;952.0;1574.0;7.41;6.68;7.04;6.35
65257;2371.6;2403.0;2363.75;8.83;7.88;4.47;3.99
65258;1309.67;1337.94;1277.94;9.47;7.61;8.68;6.97
65262;1065.9;1058.0;1077.75;8.9;7.37;10.02;8.3
65263;2251.0;1071.0;3431.0;7.17;6.31;3.82;3.36
65265;1983.38;2228.75;1738.0;8.09;8.91;4.89;5.39
65266;1165.0;943.5;1608.0;9.13;6.84;9.4;7.05
65267;2365.64;2242.14;2581.75;8.47;8.42;4.3;4.27
65271;1405.8;1424.0;1378.5;8.7;7.88;7.43;6.72
65272;744.0;852.0;636.0;8.09;8.44;13.05;13.61
65273;1483.0;1456.2;1617.0;8.9;7.37;7.2;5.96
65277;1319.0;1180.0;1353.75;9.13;7.03;8.31;6.4
65279;1753.75;2086.0;1643.0;7.42;7.03;5.08;4.81
65280;1836.71;1986.5;938.0;8.7;8.12;5.69;5.31
65281;1764.86;2146.0;1479.0;8.09;8.73;5.5;5.93
65282;4215.59;3884.68;4651.0;8.11;7.03;2.31;2.0
65283;2615.0;2289.0;3104.0;8.47;7.03;3.89;3.23
65284;2015.0;1531.0;2637.29;8.83;7.88;5.26;4.69
65286;1486.29;1431.22;1544.64;8.82;9.17;7.12;7.4
65287;1344.06;1306.5;1406.67;8.9;7.22;7.95;6.45
65288;1650.0;1129.0;1910.5;7.17;6.31;5.21;4.59
65289;1054.33;1303.5;556.0;7.17;6.31;8.15;7.18
65290;1191.5;1190.0;1193.0;8.11;8.44;8.17;8.5
